137847	00000 : 0001	4.11632e+01	1.77618e+01	1.00000e+00	2.00000e+00	2	3 
138162	01100 : 0000	4.27712e+01	3.73210e+01	1.00000e+00	1.50000e+00	2	2 
137644	0110# : 1010	8.60486e+00	1.81342e+01	1.00000e+00	1.50000e+00	2	2 
137422	101## : 0000	1.37950e+01	6.43662e+00	1.00000e+00	1.00000e+00	2	1 
139613	11#10 : 1101	1.00000e+01	1.00000e-01	1.00000e+00	1.00000e+01	0	1 
139509	11#10 : 1100	1.00000e+01	1.00000e-01	1.00000e+00	1.00000e+01	0	1 
135490	10111 : 0100	2.20610e+01	1.20610e+01	1.00000e+00	1.00000e+00	1	1 
132017	10111 : 0001	1.13312e+01	1.30257e+00	1.00000e+00	1.00000e+00	2	1 
133675	1011# : 1010	1.06105e+01	6.10526e-01	1.00000e-01	1.00000e+00	0	1 
139464	10100 : 1110	1.00000e+01	1.00000e-01	1.00000e+00	1.00000e+01	0	1 
139434	10100 : 0111	8.14450e+00	1.85550e+00	1.00000e+00	1.00000e+00	1	1 
139474	10100 : 0011	1.00000e+01	1.00000e-01	1.00000e+00	1.00000e+01	0	1 
139414	10100 : 0010	1.00000e+01	1.00000e-01	1.00000e+00	1.00000e+01	0	1 
139469	1010# : 1111	1.00000e+01	1.00000e-01	1.00000e+00	1.00000e+01	0	1 
139439	1010# : 1001	1.00000e+01	1.00000e-01	1.00000e+00	1.00000e+01	0	1 
136199	110#0 : 0111	8.42033e+00	1.43612e+01	1.00000e+00	1.50000e+00	3	1 
139668	10011 : 1011	1.00000e+01	1.00000e-01	1.00000e+00	1.00000e+01	0	1 
138500	10010 : 1100	1.65793e+01	6.57929e+00	1.00000e+00	1.00000e+00	1	1 
138032	10010 : 0101	1.00000e+01	1.00000e-01	1.00000e+00	1.00000e+01	0	1 
138915	10010 : 0100	1.09068e+01	9.06826e-01	1.00000e+00	1.00000e+00	1	1 
139678	1001# : 1101	1.00000e+01	1.00000e-01	1.00000e+00	1.00000e+01	0	1 
139643	1001# : 0110	1.00000e+01	1.00000e-01	1.00000e+00	1.00000e+01	0	1 
138910	1001# : 0001	1.08404e+01	8.40443e-01	1.00000e+00	1.00000e+00	1	1 
