96411	1#111 : 1000	7.97172e-01	7.85020e+00	1.00000e+00	3.50000e+00	3	4 
96282	11111 : 1011	9.70841e+00	7.09434e-01	9.37500e-01	2.62500e+00	4	2 
97382	00000 : 1010	1.01514e+01	1.77527e+00	6.75000e-01	3.75000e+00	3	2 
94604	00011 : 1000	7.33758e+00	3.05899e+00	1.00000e+00	2.00000e+00	2	2 
99064	10#11 : 0110	1.00000e+01	1.00000e-01	1.00000e+00	1.00000e+01	0	1 
98984	10001 : 1000	1.00000e+01	1.00000e-01	1.00000e+00	1.00000e+01	0	1 
98979	10001 : 0111	1.00000e+01	1.00000e-01	1.00000e+00	1.00000e+01	0	1 
98969	10001 : 0101	1.00000e+01	1.00000e-01	1.00000e+00	1.00000e+01	0	1 
98959	10001 : 0011	1.00000e+01	1.00000e-01	1.00000e+00	1.00000e+01	0	1 
93768	10000 : 0110	1.05532e+01	7.92511e+00	1.00000e+00	2.00000e+00	2	1 
97754	10000 : 0001	6.53313e+00	3.46687e+00	1.00000e+00	1.00000e+00	1	1 
98595	10000 : 0000	1.00000e+01	1.00000e-01	1.00000e+00	1.00000e+01	0	1 
98320	100#1 : 0010	7.01054e+00	2.98946e+00	1.00000e+00	1.00000e+00	1	1 
98949	100#1 : 0000	1.00000e+01	1.00000e-01	1.00000e+00	1.00000e+01	0	1 
99069	10#11 : 1010	1.00000e+01	1.00000e-01	1.00000e+00	1.00000e+01	0	1 
98999	10001 : 1011	1.00000e+01	1.00000e-01	1.00000e+00	1.00000e+01	0	1 
99019	10#01 : 1111	1.00000e+01	1.00000e-01	1.00000e+00	1.00000e+01	0	1 
99224	1#111 : 1100	1.00000e+01	1.00000e-01	1.00000e+00	1.00000e+01	0	1 
99214	1#111 : 0101	1.00000e+01	1.00000e-01	1.00000e+00	1.00000e+01	0	1 
99029	1#111 : 0100	6.50038e+00	3.49962e+00	1.00000e+00	1.00000e+00	1	1 
99209	1#111 : 0010	1.00000e+01	1.00000e-01	1.00000e+00	1.00000e+01	0	1 
96506	1#11# : 1110	5.08824e+00	4.91176e+00	1.00000e-01	1.00000e+00	0	1 
98280	1#011 : 0100	1.02940e+01	4.06208e+00	1.00000e+00	1.00000e+00	2	1 
93882	01100 : 1100	1.06780e+01	6.78010e-01	1.00000e+00	1.00000e+00	1	1 
93857	011#0 : 0110	1.19179e+01	1.91792e+00	1.00000e+00	1.00000e+00	1	1 
98487	11011 : 0101	9.13671e+00	8.63291e-01	1.00000e+00	1.00000e+00	1	1 
99227	11111 : 1111	1.00000e+01	1.00000e-01	1.00000e+00	1.00000e+01	0	1 
98177	11111 : 1110	6.83607e+00	8.38243e+00	1.00000e-01	1.00000e+00	0	1 
98776	11111 : 1101	8.21928e+00	1.78072e+00	1.00000e+00	1.00000e+00	1	1 
99044	11111 : 1010	1.00000e+01	1.00000e-01	1.00000e+00	1.00000e+01	0	1 
99039	11111 : 1001	1.00000e+01	1.00000e-01	1.00000e+00	1.00000e+01	0	1 
96520	11111 : 0110	7.07510e+00	4.43024e+00	1.00000e+00	1.00000e+00	3	1 
90965	11111 : 0011	6.95823e+00	1.59964e+00	1.00000e+00	1.50000e+00	2	1 
99233	11111 : 0001	1.00000e+01	1.00000e-01	1.00000e+00	1.00000e+01	0	1 
98180	11110 : 0110	6.83607e+00	8.38243e+00	1.00000e-01	1.00000e+00	0	1 
99219	111#1 : 0111	-1.42562e-01	1.01426e+01	1.00000e+00	1.00000e+00	1	1 
98492	11011 : 0110	1.00000e+01	1.00000e-01	1.00000e+00	1.00000e+01	0	1 
98989	10001 : 1001	1.00000e+01	1.00000e-01	1.00000e+00	1.00000e+01	0	1 
98074	11010 : 0110	1.00000e+01	1.00000e-01	1.00000e+00	1.00000e+01	0	1 
95812	11010 : 0010	1.13080e+01	1.30801e+00	1.00000e+00	1.00000e+00	1	1 
91643	11000 : 0011	7.00000e+00	3.00000e+00	1.00000e+00	1.00000e+00	1	1 
97073	110#1 : 0100	9.95571e+00	4.42875e-02	1.00000e+00	1.00000e+00	1	1 
93989	110#0 : 1011	1.06793e+01	6.79299e-01	1.00000e+00	1.00000e+00	1	1 
95962	11#11 : 0000	7.48453e+00	2.51547e+00	1.00000e+00	1.00000e+00	1	1 
98831	10111 : 1100	6.81010e+00	3.18990e+00	1.00000e+00	1.00000e+00	1	1 
99054	10111 : 0001	1.00000e+01	1.00000e-01	1.00000e+00	1.00000e+01	0	1 
99004	10001 : 1100	1.00000e+01	1.00000e-01	1.00000e+00	1.00000e+01	0	1 
