133017	1#011 : 0001	1.84136e+01	4.47515e+00	1.00000e+00	2.00000e+00	2	3 
127211	01#0# : 0110	1.97403e+01	6.38057e+00	1.00000e+00	2.25000e+00	3	3 
132839	01#0# : 0100	1.10571e+01	1.31561e+01	5.50000e-01	3.00000e+00	1	3 
131516	#0##1 : 1010	1.33193e+01	4.44067e+00	5.49990e-01	2.00000e+00	1	2 
130784	00000 : 0101	1.87489e+01	1.30681e+01	1.00000e+00	1.50000e+00	2	2 
134563	10000 : 1111	1.00000e+01	1.00000e-01	1.00000e+00	1.00000e+01	0	1 
134051	011#0 : 0011	1.00000e+01	1.00000e-01	1.00000e+00	1.00000e+01	0	1 
134548	10000 : 1100	1.00000e+01	1.00000e-01	1.00000e+00	1.00000e+01	0	1 
134543	10000 : 1011	1.00000e+01	1.00000e-01	1.00000e+00	1.00000e+01	0	1 
129400	10000 : 1010	2.22980e+01	7.24448e+00	1.00000e+00	1.50000e+00	3	1 
134533	10000 : 0111	1.00000e+01	1.00000e-01	1.00000e+00	1.00000e+01	0	1 
134568	10000 : 0110	1.00000e+01	1.00000e-01	1.00000e+00	1.00000e+01	0	1 
134523	10000 : 0101	1.00000e+01	1.00000e-01	1.00000e+00	1.00000e+01	0	1 
134518	10000 : 0100	1.00000e+01	1.00000e-01	1.00000e+00	1.00000e+01	0	1 
134513	10000 : 0011	1.00000e+01	1.00000e-01	1.00000e+00	1.00000e+01	0	1 
134508	10000 : 0010	1.00000e+01	1.00000e-01	1.00000e+00	1.00000e+01	0	1 
132243	10000 : 0000	1.80994e+01	8.09943e+00	1.00000e+00	1.00000e+00	1	1 
134558	100#0 : 1110	1.00000e+01	1.00000e-01	1.00000e+00	1.00000e+01	0	1 
129822	1#110 : 1110	2.09016e+01	1.09016e+01	1.00000e+00	1.00000e+00	1	1 
129245	1#001 : 1110	1.48111e+01	4.81112e+00	1.00000e+00	1.00000e+00	1	1 
134503	1#000 : 0001	1.82230e+01	8.22297e+00	1.00000e+00	1.00000e+00	1	1 
134056	01100 : 1110	1.00000e+01	1.00000e-01	1.00000e+00	1.00000e+01	0	1 
134021	01100 : 0111	1.00000e+01	1.00000e-01	1.00000e+00	1.00000e+01	0	1 
134016	01100 : 0101	1.00000e+01	1.00000e-01	1.00000e+00	1.00000e+01	0	1 
133981	11111 : 1101	1.50326e+01	5.03264e+00	1.00000e+00	1.00000e+00	1	1 
132680	11011 : 0110	1.20032e+01	8.60511e+00	1.00000e+00	2.50000e+00	3	1 
134171	#0##1 : 0010	1.77600e+01	5.66310e+00	9.99793e-03	2.00000e+00	0	1 
128554	11111 : 1100	2.65123e+01	1.65123e+01	1.00000e+00	1.00000e+00	1	1 
133308	11111 : 0001	1.24320e+01	2.43199e+00	1.00000e+00	1.00000e+00	1	1 
133913	11101 : 0101	1.00000e+01	1.00000e-01	1.00000e+00	1.00000e+01	0	1 
132909	11100 : 0010	1.66722e+01	6.67225e+00	1.00000e+00	1.00000e+00	1	1 
133358	111#1 : 1011	1.42599e+01	4.25989e+00	1.00000e+00	1.00000e+00	1	1 
133933	111#1 : 1001	1.88927e+01	8.89268e+00	1.00000e+00	1.00000e+00	1	1 
127787	111#0 : 1001	2.63571e+01	1.63571e+01	1.00000e+00	1.00000e+00	1	1 
134346	11011 : 1101	1.00000e+01	1.00000e-01	1.00000e+00	1.00000e+01	0	1 
