 open close high low total_turnover volume limit_up limit_down PMA5 PMA10 VMA20
2008-04-01 16.4306 15.2613 17.0303 15.2613 186213988.0 11301800.0 18.6529 15.2613   
2008-04-02 14.4313 13.7357 14.6316 13.7357 427082643.0 29609616.0 16.788 13.7357   
2008-04-03 13.8521 14.3894 14.5117 13.274 126630225.0 8707992.0 15.109 12.3625   
2008-04-07 14.2479 15.3512 15.4472 13.7921 253172294.0 16243656.0 15.8285 12.9502   
2008-04-08 15.6966 16.3119 16.3706 15.35 356628615.0 21445976.0 16.8863 13.8161 15.009899999999998  
2008-04-09 15.9509 15.109 16.1907 15.0034 208812721.0 12873080.0 17.9429 14.6808 14.97944  
2008-04-10 15.1054 16.1356 16.1668 14.9914 221829617.0 13642496.0 16.6201 13.5978 15.45942  
2008-04-11 16.1943 16.1799 16.5505 15.8333 88368384.0 5259792.0 17.7487 14.5225 15.817519999999998  
2008-04-14 15.711 15.4112 15.7206 14.7696 114157408.0 7170064.0 17.7978 14.5621 15.829519999999999  
2008-04-15 15.5899 15.8309 15.9125 14.8955 69343222.0 4312136.0 16.9523 13.8701 15.733319999999997 15.371609999999999 
2008-04-16 15.8309 15.7494 16.3095 15.4724 110368237.0 6637968.0 17.414 14.2479 15.861399999999998 15.420419999999998 
2008-04-17 15.8441 16.0648 16.5505 15.8441 286224838.0 16861992.0 17.3241 14.1747 15.84724 15.653329999999997 
2008-04-21 16.5505 14.4589 16.8372 14.4589 202108379.0 12776488.0 17.6719 14.4577 15.503039999999999 15.660279999999997 
2008-04-22 13.4323 13.8365 14.6316 13.0126 218105398.0 15813736.0 15.9053 13.0126 15.188099999999997 15.508809999999997 
2008-04-23 13.6962 14.628 14.6316 13.2021 151187930.0 10098616.0 15.2205 12.4525 14.947519999999997 15.340419999999995 
2008-04-24 15.8909 15.8022 16.0912 15.1234 774839295.0 47363544.0 16.0912 13.1649 14.958079999999995 15.409739999999994 
2008-04-25 15.2553 14.6136 15.5791 14.3678 1240725601.0 80531848.0 17.3829 14.2215 14.667839999999995 15.257539999999992 
2008-04-28 13.972 14.062 14.6436 13.8821 447958779.0 30329120.0 16.0756 13.1517 14.588459999999994 15.045749999999993 
2008-04-29 14.2718 13.6506 14.3882 13.5523 500139775.0 34636016.0 15.4688 12.6564 14.551279999999995 14.869689999999991 
2008-04-30 13.3124 14.2718 14.2814 13.31 962405503.0 66268840.0 15.0154 12.2858 14.480039999999994 14.713779999999995 22594238.8
2008-05-05 14.6712 15.699 15.699 14.6292 592507576.0 36948296.0 15.699 12.8447 14.459399999999993 14.708739999999995 23876563.6
2008-05-06 16.5505 16.7196 17.2557 16.3239 1173788422.0 67372648.0 17.2689 14.1291 14.880599999999992 14.774219999999996 25764715.2
2008-05-07 16.7892 15.7014 16.7892 15.6666 552240817.0 32681560.0 18.3915 15.0478 15.208479999999991 14.898469999999998 26963393.6
2008-05-08 15.2913 16.71 16.7904 14.9315 642040969.0 39403008.0 17.2713 14.1315 15.820359999999994 15.185819999999998 28121361.2
2008-05-09 16.9943 16.6381 17.2222 16.0708 512043610.0 29549008.0 18.3807 15.0394 16.293619999999994 15.386829999999998 28526512.8
2008-05-12 16.2939 16.9907 17.3901 16.0708 527440389.0 29779208.0 18.3015 14.9746 16.551959999999994 15.505679999999998 29371819.2
2008-05-13 16.2627 16.433 16.9103 16.2627 435825294.0 25276304.0 18.6901 15.2913 16.494639999999993 15.687619999999999 29953509.6
2008-05-14 16.1907 16.7076 16.8504 16.1308 495854554.0 28571872.0 18.0761 14.7899 16.695879999999992 15.952179999999998 31119113.6
2008-05-15 17.2114 17.1238 17.6299 17.0315 513096561.0 28419832.0 18.3783 15.037 16.778639999999992 16.2995 32181602.0
2008-05-16 17.3517 17.3889 17.492 16.9103 503692480.0 27990296.0 18.8364 15.4112 16.928799999999995 16.611209999999996 33365510.0
2008-05-19 17.8698 18.4263 18.587 17.8698 546230874.0 28726224.0 19.1279 15.6499 17.215919999999993 16.883939999999996 34469922.8
2008-05-20 18.5774 17.3049 18.6637 17.0315 550134653.0 29413096.0 20.2684 16.5841 17.390299999999996 16.942469999999993 35097478.0
2008-05-21 17.5978 17.7666 18.0486 17.1639 300988698.0 16454448.0 19.0346 15.5753 17.602099999999997 17.148989999999994 35281376.0
